clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,8.246376748492853
1121,Calculo y geometria analitica,12,1,8.975182745075768
1123,Quimica,10,1,9.195214621131264
1130,Fundamentos de fisica,6,1,8.417581518750982
1122,Fundamentos de programacion,10,1,7.261373072350684
1220,Algebra lineal,8,2,6.549890769386904
1221,Calculo integral,8,2,8.608893571726094
1228,Mecanica,12,2,8.828379229912958
1227,Estructura de datos y algoritmos I,10,2,9.680432753577538
1124,Redaccion y exposicion de temas de ingenieria,6,2,6.892459167765861
1436,Probabilidad,8,3,8.447330846130344
1321,Calculo vectorial,8,3,6.39406020614873
1325,Ecuaciones diferenciales,8,3,9.525800216406882
1317,Estructura de datos y algoritmos II,10,3,8.415404799086179
1323,Programacion orientada a objetos,10,3,9.760326644687654
1222,Cultura y comunicacion,2,3,6.381185821493869
1414,Electricidad y magnetismo,10,4,9.762106994069633
1433,Analisis numerico,8,4,9.517277494965663
1424,Matematicas avanzadas,8,4,7.335918271446959
0119,Estructuras discretas,8,4,9.357226111511265
1445,Fundamentos de estadistica,8,4,6.612133034238875
1503,Estructura y programacion de computadoras,8,5,8.835009551426555
0138,Dispositivos electronicos,10,5,6.963057590089944
1473,Señales y sistemas,8,5,6.9755963795510745
1531,Ingenieria de software,8,5,9.428296199975115
0442,Lenguajes formales y automatas,8,5,9.513817571625733
1645,Disenio digital y moderno,10,6,9.468828521796384
1644,Bases de datos,14,6,7.909653380215504
1562,Circuitos electronicos,8,6,7.542844102519029
1643,Administracion de proyectos de software,8,6,9.719386535625238
0840,Sistemas operativos,8,6,6.4395057885573985
1537,Finanzas en la ingenieria en computacion,6,7,9.22483615263847
1535,Diseño digital VLSI,8,7,9.773629303098552
0434,Compiladores,8,7,8.277224547114322
1686,Sistemas de comunicaciones,8,7,9.851163569716688
1413,Introduccion a la economia,8,7,8.70079280040422
0406,Inteligencia artificial,8,7,7.641252016352906
