clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,6.99191525569649
1121,Calculo y geometria analitica,12,1,8.747782505308876
1123,Quimica,10,1,9.53381608817627
1130,Fundamentos de fisica,6,1,8.548167749842932
1122,Fundamentos de programacion,10,1,6.6116783175534
1220,Algebra lineal,8,2,9.001518864211766
1221,Calculo integral,8,2,6.6824520358086925
1228,Mecanica,12,2,6.672091049400173
1124,Redaccion y exposicion de temas de ingenieria,6,2,8.340999779816382
1227,Estructura de datos y algoritmos I,10,2,9.635695728574397
1436,Probabilidad,8,3,9.512809787237106
1321,Calculo vectorial,8,3,6.270614279550381
1325,Ecuaciones diferenciales,8,3,7.386662623823311
1222,Cultura y comunicacion,2,3,9.399795508540437
1317,Estructura de datos y algoritmos II,10,3,9.894388388085924
1323,Programacion orientada a objetos,10,3,8.805745998963571
1445,Fundamentos de estadistica,8,4,6.792793502255569
1414,Electricidad y magnetismo,10,4,8.899792267707957
1433,Analisis numerico,8,4,9.520157140805892
1424,Matematicas avanzadas,8,4,9.998061892578615
0119,Estructuras discretas,8,4,9.334068317143961
0138,Dispositivos electronicos,10,5,6.74150714471244
0442,Lenguajes formales y automatas,8,5,8.6989326356051
1473,Señales y sistemas,8,5,8.262985504003678
1531,Ingenieria de software,8,5,6.952897752821623
1503,Estructura y programacion de computadoras,8,5,6.379716992193606
0840,Sistemas operativos,8,6,9.98037187394652
1645,Disenio digital y moderno,10,6,6.065773604139581
1644,Bases de datos,14,6,6.545401811280694
1643,Administracion de proyectos de software,8,6,8.490521619551206
1562,Circuitos electronicos,8,6,9.263091871636124
1537,Finanzas en la ingenieria en computacion,6,7,9.811539231670917
1535,Diseño digital VLSI,8,7,7.623639314507461
0406,Inteligencia artificial,8,7,9.563380185141607
0434,Compiladores,8,7,6.321586611677727
1686,Sistemas de comunicaciones,8,7,8.828052683685051
1413,Introduccion a la economia,8,7,6.229215190296132
1000,Optativa de ciencias sociales y humanidades,6,8,8.413134240266192
1672,Microcomputadoras,8,8,6.097765214252072
1590,Computacion graficas e iteracion humano-computadora,10,8,6.065464618945109
1052,Etica profesional,6,8,8.446041985728073
1598,Redes de datos seguras,14,8,6.441240999245373
