clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,9.451813787975722
1121,Calculo y geometria analitica,12,1,6.537363094034157
1123,Quimica,10,1,8.113500232214566
1130,Fundamentos de fisica,6,1,7.471954664891715
1122,Fundamentos de programacion,10,1,6.03548562271052
1221,Calculo integral,8,2,9.908892945804524
1228,Mecanica,12,2,6.6992664636865555
1124,Redaccion y exposicion de temas de ingenieria,6,2,6.2023622672351895
1227,Estructura de datos y algoritmos I,10,2,6.031285270719558
1220,Algebra lineal,8,2,6.930162273663726
1436,Probabilidad,8,3,6.143896563429509
1321,Calculo vectorial,8,3,6.2796596479456195
1325,Ecuaciones diferenciales,8,3,8.546042086294541
1317,Estructura de datos y algoritmos II,10,3,7.583170075043709
1323,Programacion orientada a objetos,10,3,9.958226526258743
1222,Cultura y comunicacion,2,3,8.68805688105319
1445,Fundamentos de estadistica,8,4,8.025456076929467
1414,Electricidad y magnetismo,10,4,6.776051320543404
1433,Analisis numerico,8,4,7.578389392373522
1424,Matematicas avanzadas,8,4,7.5390361560930295
0119,Estructuras discretas,8,4,7.244692700920069
1503,Estructura y programacion de computadoras,8,5,9.028706705010316
0138,Dispositivos electronicos,10,5,8.319668656665488
1473,Señales y sistemas,8,5,9.841533401060762
1531,Ingenieria de software,8,5,7.5902720481842305
0442,Lenguajes formales y automatas,8,5,6.457203425306304
1645,Disenio digital y moderno,10,6,8.5548130652209
1644,Bases de datos,14,6,6.459621911996093
1562,Circuitos electronicos,8,6,6.039624243380512
1643,Administracion de proyectos de software,8,6,6.038514556492059
0840,Sistemas operativos,8,6,6.993886322250422
1537,Finanzas en la ingenieria en computacion,6,7,9.663097205542444
1535,Diseño digital VLSI,8,7,6.217339056384782
0406,Inteligencia artificial,8,7,7.266070029357715
0434,Compiladores,8,7,7.4778845850694715
1686,Sistemas de comunicaciones,8,7,6.867761599951223
1413,Introduccion a la economia,8,7,7.004794799254279
1000,Optativa de ciencias sociales y humanidades,6,8,7.5604993812677135
1672,Microcomputadoras,8,8,9.358508877356146
1052,Etica profesional,6,8,7.4786182791642215
1598,Redes de datos seguras,14,8,6.402506829545787
1590,Computacion graficas e iteracion humano-computadora,10,8,8.178852855781694
1867,Organizacion y arquitectura de computadoras,8,9,6.321636211918118
1858,Fundamentos de sistemas embebidos,8,9,8.190589087958623
1959,Sistemas distribuidos,8,9,6.692193360771225
1952,Optativa de campo de profundizacion,8,9,7.86949222999457
2080,Recursos y necesidades de Mexico,8,9,7.422189780209267
2022,Administracion de servicios de Internet,8,10,7.66777561346607
2012,Bases de datos distribuidas,8,10,9.418211093102975
2087,Computo  movil,6,10,9.148751018403011
2310,Reconocimiento de patrones,6,10,7.133264858037313
2432,Temas selectos de ingenieria en computacion I,6,10,8.213691137028718
2111,Temas selectos de ingenieria en computacion II,6,10,9.305671262437766
