clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,8.147074963347109
1121,Calculo y geometria analitica,12,1,9.823496302451016
1123,Quimica,10,1,6.978264769284612
1130,Fundamentos de fisica,6,1,8.697357556274088
1122,Fundamentos de programacion,10,1,7.870922221598429
1220,Algebra lineal,8,2,9.947448787882141
1221,Calculo integral,8,2,6.756741708107624
1228,Mecanica,12,2,6.364403479198872
1124,Redaccion y exposicion de temas de ingenieria,6,2,8.063241531821294
1227,Estructura de datos y algoritmos I,10,2,8.29090305524192
1436,Probabilidad,8,3,7.197063944568778
1321,Calculo vectorial,8,3,6.139864003258545
1325,Ecuaciones diferenciales,8,3,8.4728446563313
1222,Cultura y comunicacion,2,3,9.729270579650272
1323,Programacion orientada a objetos,10,3,8.779094523429364
1317,Estructura de datos y algoritmos II,10,3,9.131447227109511
