clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,8.690731130328093
1121,Calculo y geometria analitica,12,1,8.305355234363677
1123,Quimica,10,1,6.338135891819522
1130,Fundamentos de fisica,6,1,6.1760249959996045
1122,Fundamentos de programacion,10,1,8.508617861777692
1220,Algebra lineal,8,2,9.398810351963224
1221,Calculo integral,8,2,8.857664081899443
1124,Redaccion y exposicion de temas de ingenieria,6,2,7.713264528544072
1227,Estructura de datos y algoritmos I,10,2,6.292453630323253
1228,Mecanica,12,2,8.838705944218974
1436,Probabilidad,8,3,8.666092014763741
1321,Calculo vectorial,8,3,6.7567876283009225
1325,Ecuaciones diferenciales,8,3,8.412858579382755
1222,Cultura y comunicacion,2,3,9.169767798091165
1317,Estructura de datos y algoritmos II,10,3,8.798342435401587
1323,Programacion orientada a objetos,10,3,8.010967582154183
1445,Fundamentos de estadistica,8,4,9.626813762001117
1433,Analisis numerico,8,4,7.862559775032791
1424,Matematicas avanzadas,8,4,7.358300034922682
0119,Estructuras discretas,8,4,6.612772864138128
1414,Electricidad y magnetismo,10,4,6.643517349937289
1503,Estructura y programacion de computadoras,8,5,9.069987709918788
0442,Lenguajes formales y automatas,8,5,9.35244640612764
1473,Señales y sistemas,8,5,7.517698255287943
1531,Ingenieria de software,8,5,6.380857804812719
0138,Dispositivos electronicos,10,5,9.877062946742626
0840,Sistemas operativos,8,6,7.059874866350644
1645,Disenio digital y moderno,10,6,6.340442344331027
1644,Bases de datos,14,6,7.12063233507969
1562,Circuitos electronicos,8,6,9.710063605691868
1643,Administracion de proyectos de software,8,6,8.19564477508234
1537,Finanzas en la ingenieria en computacion,6,7,7.443421851554502
0406,Inteligencia artificial,8,7,9.149549344671668
0434,Compiladores,8,7,7.356385818922385
1686,Sistemas de comunicaciones,8,7,6.565838498656471
1413,Introduccion a la economia,8,7,6.4138704053860796
1535,Diseño digital VLSI,8,7,8.976954851104024
1000,Optativa de ciencias sociales y humanidades,6,8,9.956537061319178
1672,Microcomputadoras,8,8,6.47909208931388
1590,Computacion graficas e iteracion humano-computadora,10,8,9.542924317862541
1052,Etica profesional,6,8,7.849133370732858
1598,Redes de datos seguras,14,8,6.364876820785041
1867,Organizacion y arquitectura de computadoras,8,9,9.87077607749881
1858,Fundamentos de sistemas embebidos,8,9,6.517755856046167
1959,Sistemas distribuidos,8,9,9.033936251505244
1952,Optativa de campo de profundizacion,8,9,9.435868061460667
2080,Recursos y necesidades de Mexico,8,9,9.912409935038689
2022,Administracion de servicios de Internet,8,10,6.260468875468833
2012,Bases de datos distribuidas,8,10,9.228401031704653
2087,Computo  movil,6,10,8.077757351659349
2310,Reconocimiento de patrones,6,10,6.820298520979871
2432,Temas selectos de ingenieria en computacion I,6,10,9.695130217440195
2111,Temas selectos de ingenieria en computacion II,6,10,7.445926771959127
