clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,7.411473500280135
1121,Calculo y geometria analitica,12,1,9.75701963501366
1123,Quimica,10,1,8.934670608873633
1122,Fundamentos de programacion,10,1,7.088763405678632
1130,Fundamentos de fisica,6,1,6.748214686846676
1220,Algebra lineal,8,2,7.686901845037085
1221,Calculo integral,8,2,8.775266492303526
1228,Mecanica,12,2,8.292156494051543
1124,Redaccion y exposicion de temas de ingenieria,6,2,8.977705476408161
1227,Estructura de datos y algoritmos I,10,2,6.898452125912953
1436,Probabilidad,8,3,9.980777143799287
1321,Calculo vectorial,8,3,9.149526450156658
1325,Ecuaciones diferenciales,8,3,7.685501046667413
1222,Cultura y comunicacion,2,3,9.491276363194327
1317,Estructura de datos y algoritmos II,10,3,8.29615431498641
1323,Programacion orientada a objetos,10,3,9.876214797463135
1445,Fundamentos de estadistica,8,4,8.09531263692255
1414,Electricidad y magnetismo,10,4,6.085467684406392
1433,Analisis numerico,8,4,6.3391097661425935
1424,Matematicas avanzadas,8,4,6.803825314475409
0119,Estructuras discretas,8,4,7.4182135295308935
1503,Estructura y programacion de computadoras,8,5,7.208378307057805
0442,Lenguajes formales y automatas,8,5,6.095686523320363
1473,Señales y sistemas,8,5,9.827620358709828
1531,Ingenieria de software,8,5,6.914039496853187
0138,Dispositivos electronicos,10,5,7.674497474388888
0840,Sistemas operativos,8,6,8.045564240061973
1645,Disenio digital y moderno,10,6,8.09513212193605
1644,Bases de datos,14,6,6.790102741558028
1562,Circuitos electronicos,8,6,8.408753752342829
1643,Administracion de proyectos de software,8,6,9.012923570420046
1537,Finanzas en la ingenieria en computacion,6,7,7.310134227181626
1535,Diseño digital VLSI,8,7,8.034998721177992
0406,Inteligencia artificial,8,7,8.29246543714228
0434,Compiladores,8,7,6.373851236485697
1686,Sistemas de comunicaciones,8,7,7.217524551100458
1413,Introduccion a la economia,8,7,8.382941075279447
1000,Optativa de ciencias sociales y humanidades,6,8,9.865068546481929
1672,Microcomputadoras,8,8,7.911424035909994
1590,Computacion graficas e iteracion humano-computadora,10,8,6.151079363011788
1052,Etica profesional,6,8,8.826714503397898
1598,Redes de datos seguras,14,8,9.093658434754003
1867,Organizacion y arquitectura de computadoras,8,9,6.394764416031251
1858,Fundamentos de sistemas embebidos,8,9,6.967440727761765
1959,Sistemas distribuidos,8,9,6.444992807906074
1952,Optativa de campo de profundizacion,8,9,8.92628824548963
2080,Recursos y necesidades de Mexico,8,9,9.868518997700711
2022,Administracion de servicios de Internet,8,10,7.256109001543105
2012,Bases de datos distribuidas,8,10,6.782426378386438
2087,Computo  movil,6,10,8.97387167565077
2310,Reconocimiento de patrones,6,10,6.674366040268547
2432,Temas selectos de ingenieria en computacion I,6,10,6.406617044907842
2111,Temas selectos de ingenieria en computacion II,6,10,8.618557113035928
