clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,6.80757212142241
1121,Calculo y geometria analitica,12,1,6.552161119982602
1123,Quimica,10,1,8.552312683129422
1130,Fundamentos de fisica,6,1,9.145406935284756
1122,Fundamentos de programacion,10,1,6.370616624111353
1220,Algebra lineal,8,2,7.865071678161684
1221,Calculo integral,8,2,7.0475171960207925
1228,Mecanica,12,2,7.07306394118919
1124,Redaccion y exposicion de temas de ingenieria,6,2,9.707635312561495
1227,Estructura de datos y algoritmos I,10,2,8.88729274616185
