clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,6.60195226032364
1121,Calculo y geometria analitica,12,1,9.153125948878788
1123,Quimica,10,1,9.745032033666773
1122,Fundamentos de programacion,10,1,9.444949532274691
1130,Fundamentos de fisica,6,1,7.541579612239849
1220,Algebra lineal,8,2,8.737377312456472
1221,Calculo integral,8,2,9.374519545335286
1228,Mecanica,12,2,7.510425380036228
1124,Redaccion y exposicion de temas de ingenieria,6,2,7.993606482948659
1227,Estructura de datos y algoritmos I,10,2,8.472362988839167
1436,Probabilidad,8,3,8.972704948947367
1321,Calculo vectorial,8,3,9.859943002944997
1325,Ecuaciones diferenciales,8,3,8.908677996487729
1222,Cultura y comunicacion,2,3,7.498220319757355
1317,Estructura de datos y algoritmos II,10,3,9.299367729949987
1323,Programacion orientada a objetos,10,3,8.019336473329837
1445,Fundamentos de estadistica,8,4,6.44002735005304
1414,Electricidad y magnetismo,10,4,7.625135487283769
1433,Analisis numerico,8,4,7.005453869893577
1424,Matematicas avanzadas,8,4,9.621631711824378
0119,Estructuras discretas,8,4,7.992905303980576
1503,Estructura y programacion de computadoras,8,5,7.814327569833431
0138,Dispositivos electronicos,10,5,7.205044856100082
0442,Lenguajes formales y automatas,8,5,9.454835023225536
1473,Señales y sistemas,8,5,7.3315706729825445
1531,Ingenieria de software,8,5,7.056344107523465
0840,Sistemas operativos,8,6,6.884245074402701
1645,Disenio digital y moderno,10,6,8.895864738179908
1644,Bases de datos,14,6,8.75665738476955
1562,Circuitos electronicos,8,6,7.804995032864305
1643,Administracion de proyectos de software,8,6,7.083631912327537
1537,Finanzas en la ingenieria en computacion,6,7,8.890903799074776
1535,Diseño digital VLSI,8,7,8.494642873376735
0406,Inteligencia artificial,8,7,9.660404397114734
0434,Compiladores,8,7,6.982321442828979
1686,Sistemas de comunicaciones,8,7,6.740107641434451
1413,Introduccion a la economia,8,7,6.695047195454077
1000,Optativa de ciencias sociales y humanidades,6,8,8.654819252579736
1672,Microcomputadoras,8,8,9.328107206641107
1590,Computacion graficas e iteracion humano-computadora,10,8,6.1672589447144635
1052,Etica profesional,6,8,7.80989915301297
1598,Redes de datos seguras,14,8,7.279968806407997
1867,Organizacion y arquitectura de computadoras,8,9,8.099536086512932
1959,Sistemas distribuidos,8,9,7.502615897622796
1952,Optativa de campo de profundizacion,8,9,6.6339121934338685
2080,Recursos y necesidades de Mexico,8,9,6.304924138402887
1858,Fundamentos de sistemas embebidos,8,9,7.852192436567318
2022,Administracion de servicios de Internet,8,10,8.279856761629679
2012,Bases de datos distribuidas,8,10,7.912717446816945
2087,Computo  movil,6,10,7.468565082462485
2310,Reconocimiento de patrones,6,10,7.892866991367062
2432,Temas selectos de ingenieria en computacion I,6,10,6.145681437411177
2111,Temas selectos de ingenieria en computacion II,6,10,9.18041056811517
