clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,9.616723816435819
1121,Calculo y geometria analitica,12,1,8.109555577666013
1130,Fundamentos de fisica,6,1,9.068359626125098
1122,Fundamentos de programacion,10,1,9.005254048648096
1123,Quimica,10,1,9.171732448101451
1220,Algebra lineal,8,2,9.881449110616192
1221,Calculo integral,8,2,6.5303743731896535
1228,Mecanica,12,2,7.330804633346481
1227,Estructura de datos y algoritmos I,10,2,7.05418117678089
1124,Redaccion y exposicion de temas de ingenieria,6,2,8.566588600548988
1436,Probabilidad,8,3,8.283244333769424
1321,Calculo vectorial,8,3,9.646391279088544
1222,Cultura y comunicacion,2,3,8.744735384858377
1317,Estructura de datos y algoritmos II,10,3,6.154495428232796
1323,Programacion orientada a objetos,10,3,7.993851649900375
1325,Ecuaciones diferenciales,8,3,8.283376091706025
1445,Fundamentos de estadistica,8,4,8.708476292620803
1414,Electricidad y magnetismo,10,4,6.438902446736943
1433,Analisis numerico,8,4,8.82648367412094
1424,Matematicas avanzadas,8,4,7.869564829984732
0119,Estructuras discretas,8,4,7.082189269372396
