clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,6.456969931079261
1121,Calculo y geometria analitica,12,1,7.1015470969391306
1130,Fundamentos de fisica,6,1,6.197685463755626
1122,Fundamentos de programacion,10,1,6.357196924559915
1123,Quimica,10,1,7.8818213722043025
1220,Algebra lineal,8,2,7.594865219925152
1221,Calculo integral,8,2,8.531801813922012
1124,Redaccion y exposicion de temas de ingenieria,6,2,7.115443379067148
1227,Estructura de datos y algoritmos I,10,2,6.4227748809199845
1228,Mecanica,12,2,6.17276303280609
1321,Calculo vectorial,8,3,9.667710903627171
1325,Ecuaciones diferenciales,8,3,7.969915246981664
1222,Cultura y comunicacion,2,3,7.055655948727241
1317,Estructura de datos y algoritmos II,10,3,8.691961571987612
1323,Programacion orientada a objetos,10,3,6.25038935609062
1436,Probabilidad,8,3,7.389232206186122
1445,Fundamentos de estadistica,8,4,7.178305528871403
1414,Electricidad y magnetismo,10,4,8.517120065299192
1433,Analisis numerico,8,4,9.353421726266903
1424,Matematicas avanzadas,8,4,6.29352046476399
0119,Estructuras discretas,8,4,9.601664080834901
