clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,7.455379397858808
1121,Calculo y geometria analitica,12,1,6.30153619084653
1123,Quimica,10,1,7.504098034724196
1130,Fundamentos de fisica,6,1,9.165414976029703
1122,Fundamentos de programacion,10,1,9.611910349664083
1220,Algebra lineal,8,2,6.474275804559393
1221,Calculo integral,8,2,8.436704643124365
1228,Mecanica,12,2,8.576092430521491
1124,Redaccion y exposicion de temas de ingenieria,6,2,6.91982976967687
1227,Estructura de datos y algoritmos I,10,2,7.24714695207302
1436,Probabilidad,8,3,6.758340496960587
1321,Calculo vectorial,8,3,6.936240378460428
1325,Ecuaciones diferenciales,8,3,6.875172883913725
1222,Cultura y comunicacion,2,3,7.867645854983737
1317,Estructura de datos y algoritmos II,10,3,9.81126905604644
1323,Programacion orientada a objetos,10,3,8.515605351039376
1445,Fundamentos de estadistica,8,4,7.659854885439666
1414,Electricidad y magnetismo,10,4,9.288874694000025
1433,Analisis numerico,8,4,9.150512601219443
1424,Matematicas avanzadas,8,4,7.796790525924065
0119,Estructuras discretas,8,4,9.867052754283968
1503,Estructura y programacion de computadoras,8,5,7.0624925518762165
0138,Dispositivos electronicos,10,5,7.008615827913756
0442,Lenguajes formales y automatas,8,5,6.82067745405829
1473,Señales y sistemas,8,5,8.800596126495291
1531,Ingenieria de software,8,5,9.965495971883623
0840,Sistemas operativos,8,6,7.416022459080768
1644,Bases de datos,14,6,7.74034813004669
1562,Circuitos electronicos,8,6,9.426614248620748
1643,Administracion de proyectos de software,8,6,6.889271369907362
1645,Disenio digital y moderno,10,6,6.2760154419175525
1537,Finanzas en la ingenieria en computacion,6,7,7.2857771425687226
1535,Diseño digital VLSI,8,7,9.528342132821312
0406,Inteligencia artificial,8,7,7.148268392510852
1686,Sistemas de comunicaciones,8,7,8.728325990639583
1413,Introduccion a la economia,8,7,7.5329709099698405
0434,Compiladores,8,7,6.212645995245318
1000,Optativa de ciencias sociales y humanidades,6,8,9.119548031109675
1672,Microcomputadoras,8,8,8.295675631849825
1590,Computacion graficas e iteracion humano-computadora,10,8,6.1876375391232035
1052,Etica profesional,6,8,8.6394827571268
1598,Redes de datos seguras,14,8,9.003367844206789
1867,Organizacion y arquitectura de computadoras,8,9,8.592668724749993
1858,Fundamentos de sistemas embebidos,8,9,7.534875689183642
1959,Sistemas distribuidos,8,9,9.693167132448325
1952,Optativa de campo de profundizacion,8,9,9.498870541602168
2080,Recursos y necesidades de Mexico,8,9,6.786612467230798
