clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,7.844411289745313
1121,Calculo y geometria analitica,12,1,9.13075881466515
1123,Quimica,10,1,8.718624882602052
1130,Fundamentos de fisica,6,1,9.941345969695726
1122,Fundamentos de programacion,10,1,7.752732060539808
1220,Algebra lineal,8,2,7.780969079383096
1221,Calculo integral,8,2,9.052378215818127
1228,Mecanica,12,2,7.95346314186334
1124,Redaccion y exposicion de temas de ingenieria,6,2,9.405414174078054
1227,Estructura de datos y algoritmos I,10,2,7.900737687546554
1436,Probabilidad,8,3,7.623945937314309
1321,Calculo vectorial,8,3,7.350189382353317
1222,Cultura y comunicacion,2,3,9.923785359276701
1317,Estructura de datos y algoritmos II,10,3,9.512741684342675
1323,Programacion orientada a objetos,10,3,7.596820211230012
1325,Ecuaciones diferenciales,8,3,8.284329868386257
1445,Fundamentos de estadistica,8,4,6.243675885960684
1433,Analisis numerico,8,4,7.000105457135438
1424,Matematicas avanzadas,8,4,9.375438670842016
0119,Estructuras discretas,8,4,8.113886895644534
1414,Electricidad y magnetismo,10,4,6.174306308283211
