clave,nombre,creditos,semestre,calificacion
1121,Calculo y geometria analitica,12,1,8.24488032573311
1123,Quimica,10,1,6.513514358456492
1130,Fundamentos de fisica,6,1,7.166808224579398
1122,Fundamentos de programacion,10,1,9.42201979039184
1120,Algebra,8,1,8.292493777025367
1221,Calculo integral,8,2,7.693133908565565
1228,Mecanica,12,2,9.444846556487887
1124,Redaccion y exposicion de temas de ingenieria,6,2,8.263392917253098
1227,Estructura de datos y algoritmos I,10,2,8.78109359667971
1220,Algebra lineal,8,2,9.4372997572908
1436,Probabilidad,8,3,9.060976231739804
1321,Calculo vectorial,8,3,8.842562378446488
1325,Ecuaciones diferenciales,8,3,9.503632657822049
1222,Cultura y comunicacion,2,3,8.607381149977117
1317,Estructura de datos y algoritmos II,10,3,6.78212404501237
1323,Programacion orientada a objetos,10,3,7.734929893151548
