clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,9.394157944087683
1121,Calculo y geometria analitica,12,1,7.9896489137358735
1123,Quimica,10,1,6.496971446778575
1122,Fundamentos de programacion,10,1,9.413942814347912
1130,Fundamentos de fisica,6,1,8.390305498557113
1220,Algebra lineal,8,2,7.062667787617604
1221,Calculo integral,8,2,8.033946830201515
1228,Mecanica,12,2,6.082493304351056
1227,Estructura de datos y algoritmos I,10,2,7.214078336239133
1124,Redaccion y exposicion de temas de ingenieria,6,2,6.666027468036734
1436,Probabilidad,8,3,8.465744114407485
1321,Calculo vectorial,8,3,9.25809274377998
1325,Ecuaciones diferenciales,8,3,8.569770896895715
1222,Cultura y comunicacion,2,3,7.0617016079836645
1317,Estructura de datos y algoritmos II,10,3,8.127312311665206
1323,Programacion orientada a objetos,10,3,6.784194761881236
1445,Fundamentos de estadistica,8,4,9.54100392136655
1414,Electricidad y magnetismo,10,4,8.376761282111103
1433,Analisis numerico,8,4,6.735516770437153
1424,Matematicas avanzadas,8,4,7.646066070243293
0119,Estructuras discretas,8,4,9.417231777124895
1503,Estructura y programacion de computadoras,8,5,8.996361605100127
0138,Dispositivos electronicos,10,5,7.450480608131888
0442,Lenguajes formales y automatas,8,5,6.198172465713778
1473,Señales y sistemas,8,5,6.426473680069773
1531,Ingenieria de software,8,5,7.0418163227055715
0840,Sistemas operativos,8,6,6.693309953558794
1645,Disenio digital y moderno,10,6,7.149563607186524
1644,Bases de datos,14,6,6.536499674795381
1643,Administracion de proyectos de software,8,6,8.2805606504622
1562,Circuitos electronicos,8,6,8.946884095879202
1537,Finanzas en la ingenieria en computacion,6,7,6.421637434855871
1535,Diseño digital VLSI,8,7,8.146857978298886
0406,Inteligencia artificial,8,7,7.131210307919314
0434,Compiladores,8,7,7.989054447375159
1686,Sistemas de comunicaciones,8,7,6.371570252331731
1413,Introduccion a la economia,8,7,7.279290588975341
1000,Optativa de ciencias sociales y humanidades,6,8,7.868331991040883
1672,Microcomputadoras,8,8,8.355246813344191
1590,Computacion graficas e iteracion humano-computadora,10,8,6.378603951141384
1598,Redes de datos seguras,14,8,8.784233476200512
1052,Etica profesional,6,8,6.697944938665386
1867,Organizacion y arquitectura de computadoras,8,9,7.30012199680334
1858,Fundamentos de sistemas embebidos,8,9,7.419290365426692
1959,Sistemas distribuidos,8,9,6.11626146818822
2080,Recursos y necesidades de Mexico,8,9,6.066180323896873
1952,Optativa de campo de profundizacion,8,9,6.125603678357086
2022,Administracion de servicios de Internet,8,10,6.0116964342649215
2012,Bases de datos distribuidas,8,10,9.391487596503458
2087,Computo  movil,6,10,8.379932434600681
2310,Reconocimiento de patrones,6,10,6.465239577713414
2111,Temas selectos de ingenieria en computacion II,6,10,8.787482316345901
2432,Temas selectos de ingenieria en computacion I,6,10,6.725087705008875
