clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,8.727159806375415
1121,Calculo y geometria analitica,12,1,8.326754396876296
1123,Quimica,10,1,7.211467089090478
1130,Fundamentos de fisica,6,1,6.657806868874102
1122,Fundamentos de programacion,10,1,8.638777339221823
1220,Algebra lineal,8,2,7.823989965032376
1221,Calculo integral,8,2,8.283706517417368
1228,Mecanica,12,2,8.564283395476778
1124,Redaccion y exposicion de temas de ingenieria,6,2,9.177618192465083
1227,Estructura de datos y algoritmos I,10,2,6.648092427279875
1436,Probabilidad,8,3,8.511751171454526
1321,Calculo vectorial,8,3,9.609412941873122
1325,Ecuaciones diferenciales,8,3,8.023641124121134
1317,Estructura de datos y algoritmos II,10,3,7.333422470113948
1323,Programacion orientada a objetos,10,3,6.471588145879734
1222,Cultura y comunicacion,2,3,7.6610159008494225
1445,Fundamentos de estadistica,8,4,8.309750644595592
1414,Electricidad y magnetismo,10,4,7.037785727899539
1433,Analisis numerico,8,4,9.180611797561705
1424,Matematicas avanzadas,8,4,9.83539911462166
0119,Estructuras discretas,8,4,6.720974175666845
1503,Estructura y programacion de computadoras,8,5,8.600416080479757
0138,Dispositivos electronicos,10,5,6.373698109657843
0442,Lenguajes formales y automatas,8,5,8.985974762620097
1473,Señales y sistemas,8,5,8.414017188740107
1531,Ingenieria de software,8,5,7.905596731245081
0840,Sistemas operativos,8,6,7.302842641597147
1645,Disenio digital y moderno,10,6,9.488300383468259
1644,Bases de datos,14,6,8.89891864590004
1562,Circuitos electronicos,8,6,7.245399628484057
1643,Administracion de proyectos de software,8,6,9.188413564153212
1537,Finanzas en la ingenieria en computacion,6,7,8.579474620875652
1535,Diseño digital VLSI,8,7,8.278438218184672
0406,Inteligencia artificial,8,7,6.035181934643395
0434,Compiladores,8,7,6.766477953320767
1686,Sistemas de comunicaciones,8,7,6.732478956034534
1413,Introduccion a la economia,8,7,7.619709478410206
1000,Optativa de ciencias sociales y humanidades,6,8,6.020632420635726
1672,Microcomputadoras,8,8,9.818065455472794
1590,Computacion graficas e iteracion humano-computadora,10,8,9.893713859789253
1052,Etica profesional,6,8,8.736602971839705
1598,Redes de datos seguras,14,8,6.025319031383143
1867,Organizacion y arquitectura de computadoras,8,9,6.132639473759152
1959,Sistemas distribuidos,8,9,9.884630717728227
1952,Optativa de campo de profundizacion,8,9,9.290147776475198
2080,Recursos y necesidades de Mexico,8,9,7.322842791700633
1858,Fundamentos de sistemas embebidos,8,9,7.049453830841642
