clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,6.962761285301642
1123,Quimica,10,1,9.692300053758771
1130,Fundamentos de fisica,6,1,6.199668781196793
1122,Fundamentos de programacion,10,1,7.5532082599459525
1121,Calculo y geometria analitica,12,1,7.739242764373806
1220,Algebra lineal,8,2,6.876168589615956
1221,Calculo integral,8,2,6.584996435202697
1228,Mecanica,12,2,9.376807155622787
1124,Redaccion y exposicion de temas de ingenieria,6,2,8.292132862310204
1227,Estructura de datos y algoritmos I,10,2,8.584180853669842
1436,Probabilidad,8,3,8.764249011246926
1321,Calculo vectorial,8,3,9.642948412156446
1325,Ecuaciones diferenciales,8,3,9.564064755511247
1317,Estructura de datos y algoritmos II,10,3,9.367889453341204
1323,Programacion orientada a objetos,10,3,8.104046540603939
1222,Cultura y comunicacion,2,3,8.590504657839652
1445,Fundamentos de estadistica,8,4,6.610273643232707
1414,Electricidad y magnetismo,10,4,6.5745092734323025
1433,Analisis numerico,8,4,9.059919982042455
1424,Matematicas avanzadas,8,4,6.490911372895649
0119,Estructuras discretas,8,4,8.289442537127943
1503,Estructura y programacion de computadoras,8,5,9.20046490751305
0138,Dispositivos electronicos,10,5,6.629639723709409
0442,Lenguajes formales y automatas,8,5,9.52049947920775
1473,Señales y sistemas,8,5,9.780326756791498
1531,Ingenieria de software,8,5,7.445869612319504
0840,Sistemas operativos,8,6,7.789123484808494
1645,Disenio digital y moderno,10,6,9.20393813680671
1644,Bases de datos,14,6,8.105920243843599
1562,Circuitos electronicos,8,6,9.367518003574013
1643,Administracion de proyectos de software,8,6,6.469637933672723
1537,Finanzas en la ingenieria en computacion,6,7,9.40644769159906
1535,Diseño digital VLSI,8,7,7.1320822387536325
0406,Inteligencia artificial,8,7,6.969383936105967
0434,Compiladores,8,7,9.482666218936
1686,Sistemas de comunicaciones,8,7,8.856351597768475
1413,Introduccion a la economia,8,7,6.9177001086128564
