clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,6.290916666138482
1121,Calculo y geometria analitica,12,1,9.241693135381947
1123,Quimica,10,1,7.703284899375021
1130,Fundamentos de fisica,6,1,9.366572348090656
1122,Fundamentos de programacion,10,1,8.532774871613288
1220,Algebra lineal,8,2,8.283739924032094
1221,Calculo integral,8,2,8.758575273324967
1228,Mecanica,12,2,9.716830118142498
1124,Redaccion y exposicion de temas de ingenieria,6,2,6.243195596162991
1227,Estructura de datos y algoritmos I,10,2,8.077958395103291
1436,Probabilidad,8,3,7.4106640179891015
1321,Calculo vectorial,8,3,8.699935057653807
1325,Ecuaciones diferenciales,8,3,7.869579537923565
1222,Cultura y comunicacion,2,3,6.482781081368623
1317,Estructura de datos y algoritmos II,10,3,9.52581362947414
1323,Programacion orientada a objetos,10,3,6.828234194674755
1445,Fundamentos de estadistica,8,4,7.565239419137692
1414,Electricidad y magnetismo,10,4,9.574084602915795
1433,Analisis numerico,8,4,6.356683498642815
1424,Matematicas avanzadas,8,4,6.697322979705379
0119,Estructuras discretas,8,4,9.614495510889105
1503,Estructura y programacion de computadoras,8,5,9.27262795269353
0138,Dispositivos electronicos,10,5,6.416370352805005
0442,Lenguajes formales y automatas,8,5,6.054572066253302
1473,Señales y sistemas,8,5,6.805496833539044
1531,Ingenieria de software,8,5,7.664488538640171
0840,Sistemas operativos,8,6,8.189397535476807
1645,Disenio digital y moderno,10,6,9.335125343926958
1562,Circuitos electronicos,8,6,6.616127093500232
1643,Administracion de proyectos de software,8,6,7.189420978211972
1644,Bases de datos,14,6,6.859462035691182
1537,Finanzas en la ingenieria en computacion,6,7,9.85787577089744
1535,Diseño digital VLSI,8,7,6.238506650480639
0406,Inteligencia artificial,8,7,7.688473884465152
0434,Compiladores,8,7,8.956405512694314
1686,Sistemas de comunicaciones,8,7,8.7528286852508
1413,Introduccion a la economia,8,7,8.75275937185379
1000,Optativa de ciencias sociales y humanidades,6,8,6.243601701438347
1672,Microcomputadoras,8,8,7.672530625647924
1052,Etica profesional,6,8,9.695170781172559
1598,Redes de datos seguras,14,8,8.170870757946684
1590,Computacion graficas e iteracion humano-computadora,10,8,7.808418193289384
