clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,9.31537554865102
1121,Calculo y geometria analitica,12,1,8.718925412939095
1123,Quimica,10,1,9.82710574607373
1130,Fundamentos de fisica,6,1,6.391146899909323
1122,Fundamentos de programacion,10,1,6.068152155391958
1220,Algebra lineal,8,2,9.762000230119982
1221,Calculo integral,8,2,9.024905689184596
1228,Mecanica,12,2,6.695742982355509
1124,Redaccion y exposicion de temas de ingenieria,6,2,6.832034432022278
1227,Estructura de datos y algoritmos I,10,2,7.685072120367806
1436,Probabilidad,8,3,7.537325525981942
1321,Calculo vectorial,8,3,9.304384251472246
1325,Ecuaciones diferenciales,8,3,8.627213036047904
1222,Cultura y comunicacion,2,3,7.263632780286313
1323,Programacion orientada a objetos,10,3,7.515673409022968
1317,Estructura de datos y algoritmos II,10,3,7.214171126639743
1445,Fundamentos de estadistica,8,4,6.453583362528346
1414,Electricidad y magnetismo,10,4,6.460065092531907
1433,Analisis numerico,8,4,7.886692245111279
1424,Matematicas avanzadas,8,4,7.603736800047602
0119,Estructuras discretas,8,4,8.181980331282737
1503,Estructura y programacion de computadoras,8,5,8.313630942470812
0138,Dispositivos electronicos,10,5,7.920752009014231
0442,Lenguajes formales y automatas,8,5,7.816529566998362
1473,Señales y sistemas,8,5,6.751263588187465
1531,Ingenieria de software,8,5,8.923328215842403
