clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,6.8435948709467365
1121,Calculo y geometria analitica,12,1,9.584755362185778
1123,Quimica,10,1,7.404227511511484
1130,Fundamentos de fisica,6,1,6.993731369029741
1122,Fundamentos de programacion,10,1,8.203228899759264
1221,Calculo integral,8,2,9.690490538379592
1228,Mecanica,12,2,8.407205595900564
1124,Redaccion y exposicion de temas de ingenieria,6,2,6.655171174650675
1227,Estructura de datos y algoritmos I,10,2,8.06000071655888
1220,Algebra lineal,8,2,9.25944723194844
1436,Probabilidad,8,3,6.794067872491144
1321,Calculo vectorial,8,3,7.602121785830413
1325,Ecuaciones diferenciales,8,3,7.148074702263641
1222,Cultura y comunicacion,2,3,8.819707282257196
1317,Estructura de datos y algoritmos II,10,3,6.5988287736470825
1323,Programacion orientada a objetos,10,3,7.443076167910414
1445,Fundamentos de estadistica,8,4,7.7464466963785945
1414,Electricidad y magnetismo,10,4,8.522038351727488
1433,Analisis numerico,8,4,8.399319124242316
1424,Matematicas avanzadas,8,4,8.080171210208896
0119,Estructuras discretas,8,4,8.156269430598506
1503,Estructura y programacion de computadoras,8,5,8.96504950341246
0138,Dispositivos electronicos,10,5,9.106266704512665
0442,Lenguajes formales y automatas,8,5,8.359357406912759
1531,Ingenieria de software,8,5,8.152548711047242
1473,Señales y sistemas,8,5,6.713861882659797
0840,Sistemas operativos,8,6,7.971924082758759
1645,Disenio digital y moderno,10,6,7.814047161627385
1644,Bases de datos,14,6,6.557790954512411
1562,Circuitos electronicos,8,6,6.821012064190278
1643,Administracion de proyectos de software,8,6,7.545905387192633
1535,Diseño digital VLSI,8,7,8.7191620739987
0406,Inteligencia artificial,8,7,8.026592146922116
0434,Compiladores,8,7,6.505958141606655
1686,Sistemas de comunicaciones,8,7,8.30979821403039
1413,Introduccion a la economia,8,7,8.082652340485833
1537,Finanzas en la ingenieria en computacion,6,7,9.196563383570782
1000,Optativa de ciencias sociales y humanidades,6,8,6.122218418213922
1672,Microcomputadoras,8,8,8.851025459172423
1590,Computacion graficas e iteracion humano-computadora,10,8,7.736722126658657
1052,Etica profesional,6,8,8.552395247929907
1598,Redes de datos seguras,14,8,7.638825718194712
1867,Organizacion y arquitectura de computadoras,8,9,7.690335930411818
1858,Fundamentos de sistemas embebidos,8,9,7.351146338789615
1959,Sistemas distribuidos,8,9,7.666269111021933
1952,Optativa de campo de profundizacion,8,9,7.0854405251065185
2080,Recursos y necesidades de Mexico,8,9,6.25621132518641
2012,Bases de datos distribuidas,8,10,9.97622451939686
2087,Computo  movil,6,10,7.919228284314205
2310,Reconocimiento de patrones,6,10,7.758117396305602
2432,Temas selectos de ingenieria en computacion I,6,10,7.003379578185512
2111,Temas selectos de ingenieria en computacion II,6,10,6.633071057963612
2022,Administracion de servicios de Internet,8,10,8.374531736765388
