clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,6.8501797165681895
1121,Calculo y geometria analitica,12,1,8.083701091749758
1123,Quimica,10,1,7.35145490830363
1130,Fundamentos de fisica,6,1,9.388259407636944
1122,Fundamentos de programacion,10,1,7.400696963170413
1220,Algebra lineal,8,2,7.695903761648239
1221,Calculo integral,8,2,7.057229537734867
1228,Mecanica,12,2,9.72461992101536
1124,Redaccion y exposicion de temas de ingenieria,6,2,7.259800887947058
1227,Estructura de datos y algoritmos I,10,2,9.200192019467222
