clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,8.02429037099157
1121,Calculo y geometria analitica,12,1,7.2289805352032435
1123,Quimica,10,1,7.2579807756281545
1122,Fundamentos de programacion,10,1,9.028296492796935
1130,Fundamentos de fisica,6,1,8.715174935859686
1221,Calculo integral,8,2,7.025546246967761
1228,Mecanica,12,2,9.416496381510846
1124,Redaccion y exposicion de temas de ingenieria,6,2,6.176294735831748
1227,Estructura de datos y algoritmos I,10,2,8.92075584814795
1220,Algebra lineal,8,2,9.398512517415975
1436,Probabilidad,8,3,8.099073535180782
1321,Calculo vectorial,8,3,8.317778864425131
1325,Ecuaciones diferenciales,8,3,8.74952830176584
1222,Cultura y comunicacion,2,3,7.3947935797849595
1317,Estructura de datos y algoritmos II,10,3,9.440344779464665
1323,Programacion orientada a objetos,10,3,8.479373867072578
1445,Fundamentos de estadistica,8,4,8.308386927390739
1414,Electricidad y magnetismo,10,4,8.631511050156814
1433,Analisis numerico,8,4,6.9509974633140015
1424,Matematicas avanzadas,8,4,7.084994837791696
0119,Estructuras discretas,8,4,9.630659653066505
1503,Estructura y programacion de computadoras,8,5,6.256465145294243
0442,Lenguajes formales y automatas,8,5,9.92371488402132
1473,Señales y sistemas,8,5,6.538955066814144
1531,Ingenieria de software,8,5,7.409107644063601
0138,Dispositivos electronicos,10,5,7.142923891188897
0840,Sistemas operativos,8,6,9.296000249572106
1645,Disenio digital y moderno,10,6,8.4008746232496
1644,Bases de datos,14,6,6.877763312883431
1562,Circuitos electronicos,8,6,7.737796905923819
1643,Administracion de proyectos de software,8,6,7.784457359689224
1537,Finanzas en la ingenieria en computacion,6,7,9.99528555687287
1535,Diseño digital VLSI,8,7,7.1591343872608775
0434,Compiladores,8,7,7.11116913930655
1686,Sistemas de comunicaciones,8,7,7.6402616459459765
1413,Introduccion a la economia,8,7,9.490234410316774
0406,Inteligencia artificial,8,7,6.490959565123192
