clave,nombre,creditos,semestre,calificacion
1121,Calculo y geometria analitica,12,1,8.173485366983831
1123,Quimica,10,1,8.299393507234914
1130,Fundamentos de fisica,6,1,6.798517736445195
1122,Fundamentos de programacion,10,1,9.595349906644493
1120,Algebra,8,1,9.6622655672112
1220,Algebra lineal,8,2,7.794456352353652
1228,Mecanica,12,2,7.887897919480174
1124,Redaccion y exposicion de temas de ingenieria,6,2,9.892205066034268
1227,Estructura de datos y algoritmos I,10,2,9.15491291745969
1221,Calculo integral,8,2,7.845544721702078
1436,Probabilidad,8,3,9.421686920048677
1321,Calculo vectorial,8,3,8.31637554418121
1325,Ecuaciones diferenciales,8,3,7.92612021071883
1317,Estructura de datos y algoritmos II,10,3,6.91403226980303
1323,Programacion orientada a objetos,10,3,7.363593290163786
1222,Cultura y comunicacion,2,3,6.349132289240645
1445,Fundamentos de estadistica,8,4,7.227894216088808
1433,Analisis numerico,8,4,6.276537592831071
1424,Matematicas avanzadas,8,4,8.016363456397574
0119,Estructuras discretas,8,4,8.656343200129607
1414,Electricidad y magnetismo,10,4,8.349155776286088
1503,Estructura y programacion de computadoras,8,5,7.608912757014698
0138,Dispositivos electronicos,10,5,6.100625275888789
0442,Lenguajes formales y automatas,8,5,9.955697238858077
1473,Señales y sistemas,8,5,6.51732345864939
1531,Ingenieria de software,8,5,7.45704563568793
