clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,9.553818830507007
1121,Calculo y geometria analitica,12,1,7.168915353087581
1123,Quimica,10,1,9.3200424106392
1130,Fundamentos de fisica,6,1,8.874515374239392
1122,Fundamentos de programacion,10,1,7.574781417427489
1220,Algebra lineal,8,2,7.421174449075741
1221,Calculo integral,8,2,7.811052512714125
1228,Mecanica,12,2,9.736546327655613
1124,Redaccion y exposicion de temas de ingenieria,6,2,7.9696151026903035
1227,Estructura de datos y algoritmos I,10,2,7.069617650043336
1436,Probabilidad,8,3,8.270037751817036
1321,Calculo vectorial,8,3,7.806984418116503
1222,Cultura y comunicacion,2,3,8.048731480101704
1317,Estructura de datos y algoritmos II,10,3,8.230251632320941
1323,Programacion orientada a objetos,10,3,9.066231606809957
1325,Ecuaciones diferenciales,8,3,8.19402808563822
1445,Fundamentos de estadistica,8,4,7.571950435785899
1414,Electricidad y magnetismo,10,4,7.84206029125232
1433,Analisis numerico,8,4,6.389252243270331
1424,Matematicas avanzadas,8,4,6.853704605797138
0119,Estructuras discretas,8,4,9.723409147410921
1503,Estructura y programacion de computadoras,8,5,6.546809399264517
0138,Dispositivos electronicos,10,5,7.678708759767732
0442,Lenguajes formales y automatas,8,5,7.241343845126905
1531,Ingenieria de software,8,5,6.04008637511234
1473,Señales y sistemas,8,5,9.958412362693855
0840,Sistemas operativos,8,6,7.2330717353235485
1645,Disenio digital y moderno,10,6,8.701795436471208
1644,Bases de datos,14,6,9.08996558362428
1562,Circuitos electronicos,8,6,6.716509387451827
1643,Administracion de proyectos de software,8,6,7.748906674466342
1537,Finanzas en la ingenieria en computacion,6,7,7.276244896833257
1535,Diseño digital VLSI,8,7,7.3872620860816065
0406,Inteligencia artificial,8,7,8.316570508216016
0434,Compiladores,8,7,8.295474960496334
1413,Introduccion a la economia,8,7,6.763642016794003
1686,Sistemas de comunicaciones,8,7,8.848546931282455
1000,Optativa de ciencias sociales y humanidades,6,8,6.431488333030733
1672,Microcomputadoras,8,8,7.108613368319012
1590,Computacion graficas e iteracion humano-computadora,10,8,7.159909760689056
1052,Etica profesional,6,8,8.03500872071071
1598,Redes de datos seguras,14,8,8.28728162760443
1867,Organizacion y arquitectura de computadoras,8,9,6.591709638267565
1858,Fundamentos de sistemas embebidos,8,9,7.008259473670767
1959,Sistemas distribuidos,8,9,6.492496071500603
2080,Recursos y necesidades de Mexico,8,9,9.628189229846829
1952,Optativa de campo de profundizacion,8,9,6.040498488939287
2022,Administracion de servicios de Internet,8,10,9.729093746375101
2012,Bases de datos distribuidas,8,10,6.692395143313341
2087,Computo  movil,6,10,9.904088271554812
2310,Reconocimiento de patrones,6,10,8.862306114339043
2432,Temas selectos de ingenieria en computacion I,6,10,9.658134581976089
2111,Temas selectos de ingenieria en computacion II,6,10,8.392798493627913
