clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,7.378446160439866
1121,Calculo y geometria analitica,12,1,7.637404282300659
1123,Quimica,10,1,8.4935358684744
1130,Fundamentos de fisica,6,1,9.08974900729751
1122,Fundamentos de programacion,10,1,9.752477393997355
1220,Algebra lineal,8,2,8.666800549655122
1221,Calculo integral,8,2,7.739163749547259
1228,Mecanica,12,2,9.025585531419972
1124,Redaccion y exposicion de temas de ingenieria,6,2,8.786654499993567
1227,Estructura de datos y algoritmos I,10,2,8.892598844039423
1436,Probabilidad,8,3,6.866685620641622
1321,Calculo vectorial,8,3,8.880542952970995
1325,Ecuaciones diferenciales,8,3,7.910032779004229
1222,Cultura y comunicacion,2,3,9.905718822978749
1317,Estructura de datos y algoritmos II,10,3,8.240194542884296
1323,Programacion orientada a objetos,10,3,7.976769373952873
1445,Fundamentos de estadistica,8,4,6.034565165140999
1433,Analisis numerico,8,4,9.618530542841947
1424,Matematicas avanzadas,8,4,6.724841265886158
0119,Estructuras discretas,8,4,7.72906570698914
1414,Electricidad y magnetismo,10,4,6.203255314439888
1503,Estructura y programacion de computadoras,8,5,8.3411882530939
0138,Dispositivos electronicos,10,5,7.867261217019559
0442,Lenguajes formales y automatas,8,5,9.232086230549319
1531,Ingenieria de software,8,5,6.2289138833586275
1473,Señales y sistemas,8,5,7.818692826422324
0840,Sistemas operativos,8,6,6.4152994091401485
1645,Disenio digital y moderno,10,6,7.077370251758663
1644,Bases de datos,14,6,9.834384540612003
1562,Circuitos electronicos,8,6,6.6819276239868515
1643,Administracion de proyectos de software,8,6,8.080475815903078
1537,Finanzas en la ingenieria en computacion,6,7,9.074156512273847
1535,Diseño digital VLSI,8,7,7.371508418756053
0406,Inteligencia artificial,8,7,7.238573740360712
0434,Compiladores,8,7,8.075540677681953
1686,Sistemas de comunicaciones,8,7,9.583084524714709
1413,Introduccion a la economia,8,7,6.8875046495543515
1000,Optativa de ciencias sociales y humanidades,6,8,6.127461877703512
1672,Microcomputadoras,8,8,9.713373084433607
1590,Computacion graficas e iteracion humano-computadora,10,8,6.332048901690184
1598,Redes de datos seguras,14,8,9.123850325642035
1052,Etica profesional,6,8,9.082578338780573
1858,Fundamentos de sistemas embebidos,8,9,7.23238543891773
1959,Sistemas distribuidos,8,9,8.868621584801826
1952,Optativa de campo de profundizacion,8,9,9.97414759769434
2080,Recursos y necesidades de Mexico,8,9,7.900596485236279
1867,Organizacion y arquitectura de computadoras,8,9,9.017500424850873
