clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,9.980043920110349
1123,Quimica,10,1,6.728869748071986
1130,Fundamentos de fisica,6,1,6.372109778305119
1122,Fundamentos de programacion,10,1,8.843566235724712
1121,Calculo y geometria analitica,12,1,9.732078417809777
1220,Algebra lineal,8,2,9.631788343984988
1221,Calculo integral,8,2,6.122111447171777
1228,Mecanica,12,2,7.700621790176443
1124,Redaccion y exposicion de temas de ingenieria,6,2,6.8790074413774835
1227,Estructura de datos y algoritmos I,10,2,7.741578617842828
1436,Probabilidad,8,3,7.697047568322835
1321,Calculo vectorial,8,3,9.77538237067772
1325,Ecuaciones diferenciales,8,3,7.378496636761437
1222,Cultura y comunicacion,2,3,6.073734296202629
1317,Estructura de datos y algoritmos II,10,3,6.113554695269062
1323,Programacion orientada a objetos,10,3,7.440327500135776
1445,Fundamentos de estadistica,8,4,8.53181681195644
1414,Electricidad y magnetismo,10,4,6.9376885229454
1433,Analisis numerico,8,4,8.259137059454872
1424,Matematicas avanzadas,8,4,6.890826436696754
0119,Estructuras discretas,8,4,7.539857267940091
