clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,8.879405198764049
1121,Calculo y geometria analitica,12,1,9.318207821300485
1123,Quimica,10,1,8.442168542680545
1130,Fundamentos de fisica,6,1,8.40842781368454
1122,Fundamentos de programacion,10,1,6.4319812775993235
1220,Algebra lineal,8,2,8.710414314877918
1221,Calculo integral,8,2,8.163824787770931
1124,Redaccion y exposicion de temas de ingenieria,6,2,7.516474200051402
1227,Estructura de datos y algoritmos I,10,2,8.93416894966675
1228,Mecanica,12,2,8.889826782171891
1436,Probabilidad,8,3,9.088920429856447
1321,Calculo vectorial,8,3,7.017839331556589
1325,Ecuaciones diferenciales,8,3,6.107328973538877
1222,Cultura y comunicacion,2,3,7.473128016926138
1317,Estructura de datos y algoritmos II,10,3,8.521405404905245
1323,Programacion orientada a objetos,10,3,8.484643873650572
1445,Fundamentos de estadistica,8,4,7.8217141240474035
1414,Electricidad y magnetismo,10,4,6.272906893257467
1433,Analisis numerico,8,4,6.6913377959007185
1424,Matematicas avanzadas,8,4,7.3406004969855845
0119,Estructuras discretas,8,4,6.651772204818609
1503,Estructura y programacion de computadoras,8,5,7.9294584000470305
0138,Dispositivos electronicos,10,5,7.251396214149494
0442,Lenguajes formales y automatas,8,5,6.816912927274521
1531,Ingenieria de software,8,5,7.095392864223932
1473,Señales y sistemas,8,5,7.953995001565877
