clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,8.177299775765977
1121,Calculo y geometria analitica,12,1,8.675037841206574
1123,Quimica,10,1,7.085967440434201
1130,Fundamentos de fisica,6,1,8.023231486747703
1122,Fundamentos de programacion,10,1,6.693463504693188
1220,Algebra lineal,8,2,7.885658622485748
1221,Calculo integral,8,2,6.941435474415604
1124,Redaccion y exposicion de temas de ingenieria,6,2,7.094412620899199
1227,Estructura de datos y algoritmos I,10,2,7.189800873553718
1228,Mecanica,12,2,6.485020843328693
1436,Probabilidad,8,3,6.667043102068927
1321,Calculo vectorial,8,3,9.583692010854804
1222,Cultura y comunicacion,2,3,8.068800245953597
1317,Estructura de datos y algoritmos II,10,3,9.869344167640893
1323,Programacion orientada a objetos,10,3,6.325361595129403
1325,Ecuaciones diferenciales,8,3,7.5509306438549935
1414,Electricidad y magnetismo,10,4,9.009387180369771
1433,Analisis numerico,8,4,7.913018104917988
1424,Matematicas avanzadas,8,4,7.513138411958711
0119,Estructuras discretas,8,4,6.78393243610825
1445,Fundamentos de estadistica,8,4,7.243664470348321
0138,Dispositivos electronicos,10,5,7.231217724602712
0442,Lenguajes formales y automatas,8,5,9.981133141988156
1473,Señales y sistemas,8,5,9.411311093168955
1531,Ingenieria de software,8,5,9.59873176159023
1503,Estructura y programacion de computadoras,8,5,9.379381669411684
1645,Disenio digital y moderno,10,6,9.993703494319185
1644,Bases de datos,14,6,8.948864399172058
1562,Circuitos electronicos,8,6,7.832027416146642
1643,Administracion de proyectos de software,8,6,6.288503821853627
0840,Sistemas operativos,8,6,8.13041143946396
1537,Finanzas en la ingenieria en computacion,6,7,8.330356144410445
1535,Diseño digital VLSI,8,7,7.417540121641314
0406,Inteligencia artificial,8,7,6.270343841471867
1686,Sistemas de comunicaciones,8,7,9.923326643482392
1413,Introduccion a la economia,8,7,9.071268590196263
0434,Compiladores,8,7,9.694146752772173
1000,Optativa de ciencias sociales y humanidades,6,8,6.086821042287658
1672,Microcomputadoras,8,8,7.540110389882262
1590,Computacion graficas e iteracion humano-computadora,10,8,7.436738596444024
1052,Etica profesional,6,8,8.166236348549994
1598,Redes de datos seguras,14,8,6.863008322730892
