clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,6.409260292726154
1121,Calculo y geometria analitica,12,1,7.740435754030052
1123,Quimica,10,1,6.157666591021067
1130,Fundamentos de fisica,6,1,8.959841853637881
1122,Fundamentos de programacion,10,1,7.0591905428078885
1221,Calculo integral,8,2,9.729507861418506
1228,Mecanica,12,2,9.471560772768264
1124,Redaccion y exposicion de temas de ingenieria,6,2,7.056615236583177
1227,Estructura de datos y algoritmos I,10,2,9.39535682404702
1220,Algebra lineal,8,2,9.820104182476209
1321,Calculo vectorial,8,3,6.518404318119032
1325,Ecuaciones diferenciales,8,3,7.4809215340941435
1222,Cultura y comunicacion,2,3,8.862862967803903
1317,Estructura de datos y algoritmos II,10,3,9.345758988274856
1323,Programacion orientada a objetos,10,3,9.858755223497827
1436,Probabilidad,8,3,6.669187155460634
1414,Electricidad y magnetismo,10,4,7.116915864253667
1433,Analisis numerico,8,4,8.087724172025197
1424,Matematicas avanzadas,8,4,6.182415134468439
0119,Estructuras discretas,8,4,6.390989289512664
1445,Fundamentos de estadistica,8,4,6.995324309006916
0138,Dispositivos electronicos,10,5,8.734839365279871
0442,Lenguajes formales y automatas,8,5,6.6106577924372
1473,Señales y sistemas,8,5,7.936923836689898
1531,Ingenieria de software,8,5,7.9373518361566395
1503,Estructura y programacion de computadoras,8,5,6.876577336971655
0840,Sistemas operativos,8,6,6.913621604311521
1645,Disenio digital y moderno,10,6,6.221059355579509
1644,Bases de datos,14,6,9.771897532537302
1562,Circuitos electronicos,8,6,9.253998105184408
1643,Administracion de proyectos de software,8,6,7.052169840853201
1535,Diseño digital VLSI,8,7,7.5871595111810475
0406,Inteligencia artificial,8,7,7.051883404220745
0434,Compiladores,8,7,9.653498401076742
1686,Sistemas de comunicaciones,8,7,8.769924724969044
1413,Introduccion a la economia,8,7,7.330516849091352
1537,Finanzas en la ingenieria en computacion,6,7,9.49063651822028
1672,Microcomputadoras,8,8,6.613399874789784
1590,Computacion graficas e iteracion humano-computadora,10,8,8.402591379938713
1052,Etica profesional,6,8,9.294893958196457
1598,Redes de datos seguras,14,8,8.559955697402645
1000,Optativa de ciencias sociales y humanidades,6,8,6.023578591981783
1867,Organizacion y arquitectura de computadoras,8,9,9.638089964476764
1858,Fundamentos de sistemas embebidos,8,9,6.376725549193056
1959,Sistemas distribuidos,8,9,9.938464005320032
1952,Optativa de campo de profundizacion,8,9,6.733489148403271
2080,Recursos y necesidades de Mexico,8,9,9.652425658235135
2022,Administracion de servicios de Internet,8,10,7.366390587665881
2012,Bases de datos distribuidas,8,10,6.252750010143041
2087,Computo  movil,6,10,6.444098082933863
2310,Reconocimiento de patrones,6,10,9.862626331503886
2432,Temas selectos de ingenieria en computacion I,6,10,8.279021491239646
2111,Temas selectos de ingenieria en computacion II,6,10,6.432709790819334
