clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,8.860293613708667
1121,Calculo y geometria analitica,12,1,7.857546595543039
1123,Quimica,10,1,9.866726733972033
1122,Fundamentos de programacion,10,1,8.1737617090179
1130,Fundamentos de fisica,6,1,7.208099277402852
1221,Calculo integral,8,2,7.410649761062025
1228,Mecanica,12,2,8.494171602236309
1124,Redaccion y exposicion de temas de ingenieria,6,2,7.022507098055085
1227,Estructura de datos y algoritmos I,10,2,6.919968051325945
1220,Algebra lineal,8,2,9.131168211875636
1436,Probabilidad,8,3,8.01103973188743
1321,Calculo vectorial,8,3,7.299501762119472
1325,Ecuaciones diferenciales,8,3,7.076574624429477
1222,Cultura y comunicacion,2,3,6.093907036820613
1317,Estructura de datos y algoritmos II,10,3,8.722758626334707
1323,Programacion orientada a objetos,10,3,9.588971119253255
1445,Fundamentos de estadistica,8,4,6.600581513703892
1414,Electricidad y magnetismo,10,4,7.044734329964344
1433,Analisis numerico,8,4,7.52885232964082
1424,Matematicas avanzadas,8,4,8.890712110240772
0119,Estructuras discretas,8,4,8.498436518690603
