clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,8.597629657579734
1121,Calculo y geometria analitica,12,1,6.927081498876353
1123,Quimica,10,1,6.315442350242291
1130,Fundamentos de fisica,6,1,6.440311274626653
1122,Fundamentos de programacion,10,1,7.680854360418996
1221,Calculo integral,8,2,6.174226710633694
1228,Mecanica,12,2,6.606751321538573
1124,Redaccion y exposicion de temas de ingenieria,6,2,7.760600173745134
1227,Estructura de datos y algoritmos I,10,2,7.717496119096741
1220,Algebra lineal,8,2,9.243624874715989
1436,Probabilidad,8,3,8.68637145577763
1321,Calculo vectorial,8,3,8.200091901976704
1325,Ecuaciones diferenciales,8,3,8.279542709357237
1222,Cultura y comunicacion,2,3,8.112010712204073
1323,Programacion orientada a objetos,10,3,8.53915225099089
1317,Estructura de datos y algoritmos II,10,3,6.8986882313495865
1445,Fundamentos de estadistica,8,4,8.297570127236021
1414,Electricidad y magnetismo,10,4,6.355383734391076
1433,Analisis numerico,8,4,7.089719288152166
0119,Estructuras discretas,8,4,9.836002054708786
1424,Matematicas avanzadas,8,4,7.805921529489559
1503,Estructura y programacion de computadoras,8,5,6.799289791638422
0138,Dispositivos electronicos,10,5,8.951530442396663
0442,Lenguajes formales y automatas,8,5,8.815548528337606
1473,Señales y sistemas,8,5,7.561881659828077
1531,Ingenieria de software,8,5,9.370399657353222
0840,Sistemas operativos,8,6,7.6344622408879665
1645,Disenio digital y moderno,10,6,8.432521374308045
1644,Bases de datos,14,6,8.919830526590573
1562,Circuitos electronicos,8,6,8.46493740450882
1643,Administracion de proyectos de software,8,6,7.156361403155853
