clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,8.232675528172125
1121,Calculo y geometria analitica,12,1,9.963770855106606
1123,Quimica,10,1,6.353656927936552
1130,Fundamentos de fisica,6,1,8.48523114238943
1122,Fundamentos de programacion,10,1,8.54982035718213
1220,Algebra lineal,8,2,7.862798706034192
1228,Mecanica,12,2,6.783620289605383
1124,Redaccion y exposicion de temas de ingenieria,6,2,9.328262809974326
1227,Estructura de datos y algoritmos I,10,2,9.971536303456826
1221,Calculo integral,8,2,9.208205187857638
1436,Probabilidad,8,3,7.360254688664152
1321,Calculo vectorial,8,3,7.97237080401564
1325,Ecuaciones diferenciales,8,3,8.396614325028215
1222,Cultura y comunicacion,2,3,9.538054967756484
1323,Programacion orientada a objetos,10,3,8.253488345475127
1317,Estructura de datos y algoritmos II,10,3,6.017189026571917
1445,Fundamentos de estadistica,8,4,9.526081839935873
1414,Electricidad y magnetismo,10,4,6.999443583012524
1433,Analisis numerico,8,4,9.78599577974553
1424,Matematicas avanzadas,8,4,8.15474110469659
0119,Estructuras discretas,8,4,6.740233348372952
1503,Estructura y programacion de computadoras,8,5,7.384757842133608
0138,Dispositivos electronicos,10,5,6.81802740337249
0442,Lenguajes formales y automatas,8,5,8.490431799550867
1531,Ingenieria de software,8,5,7.291338645626661
1473,Señales y sistemas,8,5,6.448854989243331
0840,Sistemas operativos,8,6,8.779032802029846
1645,Disenio digital y moderno,10,6,9.56835786389093
1562,Circuitos electronicos,8,6,7.506486713844934
1643,Administracion de proyectos de software,8,6,8.23775030200581
1644,Bases de datos,14,6,6.370612890028317
1537,Finanzas en la ingenieria en computacion,6,7,8.489731467211543
1535,Diseño digital VLSI,8,7,7.1364289617968195
0406,Inteligencia artificial,8,7,7.5070607256143465
1686,Sistemas de comunicaciones,8,7,9.469244398432483
1413,Introduccion a la economia,8,7,6.423367080831671
0434,Compiladores,8,7,7.552693903463742
