clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,8.56355307929858
1121,Calculo y geometria analitica,12,1,8.4645275246178
1123,Quimica,10,1,6.0281161914248855
1122,Fundamentos de programacion,10,1,7.424557121690806
1130,Fundamentos de fisica,6,1,6.571879915650949
1220,Algebra lineal,8,2,7.747611103769833
1221,Calculo integral,8,2,8.369186330534937
1228,Mecanica,12,2,7.665545595371277
1124,Redaccion y exposicion de temas de ingenieria,6,2,8.497145729758925
1227,Estructura de datos y algoritmos I,10,2,7.089638053522085
1436,Probabilidad,8,3,6.675654469263067
1321,Calculo vectorial,8,3,6.219292617653526
1325,Ecuaciones diferenciales,8,3,8.8678021967844
1222,Cultura y comunicacion,2,3,9.463211057931463
1317,Estructura de datos y algoritmos II,10,3,8.971359285489756
1323,Programacion orientada a objetos,10,3,9.464423742430451
1445,Fundamentos de estadistica,8,4,9.677143773811753
1433,Analisis numerico,8,4,8.233488215583234
1424,Matematicas avanzadas,8,4,8.964246179146
0119,Estructuras discretas,8,4,7.884649613179866
1414,Electricidad y magnetismo,10,4,8.868001702971787
