clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,6.826591926003525
1121,Calculo y geometria analitica,12,1,9.807508054420886
1123,Quimica,10,1,7.306591138327177
1122,Fundamentos de programacion,10,1,8.958091248126587
1130,Fundamentos de fisica,6,1,7.76050046477973
1220,Algebra lineal,8,2,6.100186825113307
1221,Calculo integral,8,2,7.471620197502048
1228,Mecanica,12,2,6.542883869146554
1124,Redaccion y exposicion de temas de ingenieria,6,2,9.820877084858571
1227,Estructura de datos y algoritmos I,10,2,6.763000021607297
1436,Probabilidad,8,3,6.270428856868893
1321,Calculo vectorial,8,3,8.235291860792275
1325,Ecuaciones diferenciales,8,3,9.832991798527765
1222,Cultura y comunicacion,2,3,9.088396509463102
1317,Estructura de datos y algoritmos II,10,3,7.49399368538334
1323,Programacion orientada a objetos,10,3,9.416013841135022
1445,Fundamentos de estadistica,8,4,7.222371637232337
1433,Analisis numerico,8,4,9.70212279983823
1424,Matematicas avanzadas,8,4,7.257608083945316
0119,Estructuras discretas,8,4,7.79426100602329
1414,Electricidad y magnetismo,10,4,7.361832105533393
1503,Estructura y programacion de computadoras,8,5,7.152737054359774
0138,Dispositivos electronicos,10,5,7.805420684074394
0442,Lenguajes formales y automatas,8,5,7.251240324801463
1473,Señales y sistemas,8,5,9.203913536402517
1531,Ingenieria de software,8,5,9.103330133757291
1645,Disenio digital y moderno,10,6,8.197117837821079
1644,Bases de datos,14,6,8.599870689578985
1562,Circuitos electronicos,8,6,8.674428933194623
1643,Administracion de proyectos de software,8,6,6.887294603375347
0840,Sistemas operativos,8,6,8.182537553892782
1537,Finanzas en la ingenieria en computacion,6,7,6.180776238621074
1535,Diseño digital VLSI,8,7,7.74423857912045
0406,Inteligencia artificial,8,7,6.537639065729573
0434,Compiladores,8,7,6.073906949047687
1686,Sistemas de comunicaciones,8,7,8.124756478150907
1413,Introduccion a la economia,8,7,6.662771793750664
