clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,7.590090346816767
1121,Calculo y geometria analitica,12,1,9.629291701317552
1123,Quimica,10,1,6.8510726234356145
1122,Fundamentos de programacion,10,1,6.964605789213856
1130,Fundamentos de fisica,6,1,8.806813766081218
1220,Algebra lineal,8,2,6.209399082840074
1221,Calculo integral,8,2,8.44516451081688
1228,Mecanica,12,2,7.127306573239942
1124,Redaccion y exposicion de temas de ingenieria,6,2,9.16446406918447
1227,Estructura de datos y algoritmos I,10,2,7.793944631633034
1436,Probabilidad,8,3,9.43147922732678
1321,Calculo vectorial,8,3,9.40442686879366
1325,Ecuaciones diferenciales,8,3,9.646720988508271
1222,Cultura y comunicacion,2,3,6.114357571243945
1317,Estructura de datos y algoritmos II,10,3,8.604482178567107
1323,Programacion orientada a objetos,10,3,7.18956675647433
1445,Fundamentos de estadistica,8,4,8.120505130856285
1414,Electricidad y magnetismo,10,4,6.262932361211069
1433,Analisis numerico,8,4,9.425835463434444
1424,Matematicas avanzadas,8,4,9.853955544256323
0119,Estructuras discretas,8,4,6.170064693994293
1503,Estructura y programacion de computadoras,8,5,6.283451018563112
0138,Dispositivos electronicos,10,5,9.782207588103335
0442,Lenguajes formales y automatas,8,5,6.05945689046532
1473,Señales y sistemas,8,5,7.006810661438196
1531,Ingenieria de software,8,5,9.631407046110741
