clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,6.393058336839201
1123,Quimica,10,1,7.463732216503207
1130,Fundamentos de fisica,6,1,8.953610218168869
1122,Fundamentos de programacion,10,1,9.841807518995676
1121,Calculo y geometria analitica,12,1,6.9213847941789854
1220,Algebra lineal,8,2,8.411109783642152
1221,Calculo integral,8,2,9.4624218685628
1124,Redaccion y exposicion de temas de ingenieria,6,2,9.590787569608947
1227,Estructura de datos y algoritmos I,10,2,6.552357598441326
1228,Mecanica,12,2,6.001408900578404
1436,Probabilidad,8,3,8.478299010550138
1325,Ecuaciones diferenciales,8,3,6.607697473928388
1222,Cultura y comunicacion,2,3,9.317290613678995
1317,Estructura de datos y algoritmos II,10,3,8.856819954439885
1323,Programacion orientada a objetos,10,3,7.932376466873663
1321,Calculo vectorial,8,3,9.580741173626093
1445,Fundamentos de estadistica,8,4,8.585377662582303
1414,Electricidad y magnetismo,10,4,6.822904069218874
1433,Analisis numerico,8,4,6.249655054136208
1424,Matematicas avanzadas,8,4,9.49889519233035
0119,Estructuras discretas,8,4,6.8702024879276635
1503,Estructura y programacion de computadoras,8,5,6.067985115771894
0138,Dispositivos electronicos,10,5,6.978831759391229
0442,Lenguajes formales y automatas,8,5,8.90013653107306
1473,Señales y sistemas,8,5,7.107871457300572
1531,Ingenieria de software,8,5,8.056416371114402
0840,Sistemas operativos,8,6,7.298110639733996
1644,Bases de datos,14,6,8.60737623021744
1562,Circuitos electronicos,8,6,8.669585862449527
1643,Administracion de proyectos de software,8,6,9.804047375404991
1645,Disenio digital y moderno,10,6,7.583639699860925
1537,Finanzas en la ingenieria en computacion,6,7,6.362376439968024
1535,Diseño digital VLSI,8,7,7.500377839256115
0406,Inteligencia artificial,8,7,8.359371433955829
0434,Compiladores,8,7,6.4186252803296115
1686,Sistemas de comunicaciones,8,7,6.865585175674996
1413,Introduccion a la economia,8,7,9.02963962813234
1000,Optativa de ciencias sociales y humanidades,6,8,6.113992770645677
1672,Microcomputadoras,8,8,9.737581746528118
1590,Computacion graficas e iteracion humano-computadora,10,8,9.952480752783236
1052,Etica profesional,6,8,6.877982372655611
1598,Redes de datos seguras,14,8,7.331206213599101
1867,Organizacion y arquitectura de computadoras,8,9,8.241581995264987
1858,Fundamentos de sistemas embebidos,8,9,8.98467159660621
1959,Sistemas distribuidos,8,9,7.888866485913393
1952,Optativa de campo de profundizacion,8,9,6.1916403054174065
2080,Recursos y necesidades de Mexico,8,9,7.786777293538462
2022,Administracion de servicios de Internet,8,10,7.006655704427621
2012,Bases de datos distribuidas,8,10,6.642353421957559
2087,Computo  movil,6,10,8.690069726046413
2310,Reconocimiento de patrones,6,10,9.139865272572527
2432,Temas selectos de ingenieria en computacion I,6,10,7.816798918680613
2111,Temas selectos de ingenieria en computacion II,6,10,6.36223155982421
