clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,6.393756912732322
1121,Calculo y geometria analitica,12,1,9.502985310339549
1123,Quimica,10,1,8.200138414958143
1122,Fundamentos de programacion,10,1,9.753858520264172
1130,Fundamentos de fisica,6,1,9.52820832180899
1220,Algebra lineal,8,2,8.770383944286994
1228,Mecanica,12,2,8.59974527968513
1124,Redaccion y exposicion de temas de ingenieria,6,2,8.233322226411339
1227,Estructura de datos y algoritmos I,10,2,7.501057754002526
1221,Calculo integral,8,2,7.331659323112149
1436,Probabilidad,8,3,7.833576351275612
1321,Calculo vectorial,8,3,6.802502417616493
1325,Ecuaciones diferenciales,8,3,6.18596558543916
1317,Estructura de datos y algoritmos II,10,3,6.695269308004798
1323,Programacion orientada a objetos,10,3,9.22158737702517
1222,Cultura y comunicacion,2,3,6.421984558271855
1445,Fundamentos de estadistica,8,4,7.616446623686569
1414,Electricidad y magnetismo,10,4,6.718500962845603
1433,Analisis numerico,8,4,6.987184840046473
1424,Matematicas avanzadas,8,4,9.458616847612092
0119,Estructuras discretas,8,4,7.163912383038944
1503,Estructura y programacion de computadoras,8,5,9.838274013609533
0442,Lenguajes formales y automatas,8,5,8.098843067114492
1473,Señales y sistemas,8,5,8.346689269337581
1531,Ingenieria de software,8,5,6.331468990667682
0138,Dispositivos electronicos,10,5,9.294319520299679
0840,Sistemas operativos,8,6,9.789552010246208
1644,Bases de datos,14,6,7.665377338734867
1562,Circuitos electronicos,8,6,7.890157624433982
1643,Administracion de proyectos de software,8,6,7.95911143370977
1645,Disenio digital y moderno,10,6,8.076482150513758
1537,Finanzas en la ingenieria en computacion,6,7,9.795656908188322
1535,Diseño digital VLSI,8,7,6.306977120501902
0406,Inteligencia artificial,8,7,9.767839881178972
0434,Compiladores,8,7,9.388410587268583
1686,Sistemas de comunicaciones,8,7,6.7613043423974775
1413,Introduccion a la economia,8,7,6.7616856505977765
