clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,8.722270303700256
1121,Calculo y geometria analitica,12,1,9.77973324715176
1123,Quimica,10,1,9.845978551955527
1130,Fundamentos de fisica,6,1,6.57769151526543
1122,Fundamentos de programacion,10,1,6.438909922510078
1220,Algebra lineal,8,2,6.2321407742764166
1221,Calculo integral,8,2,8.80967083459278
1228,Mecanica,12,2,8.00756551698635
1124,Redaccion y exposicion de temas de ingenieria,6,2,6.657382929159497
1227,Estructura de datos y algoritmos I,10,2,8.311058555107353
1436,Probabilidad,8,3,9.522387988211026
1321,Calculo vectorial,8,3,9.156833090673993
1325,Ecuaciones diferenciales,8,3,6.985103425417188
1317,Estructura de datos y algoritmos II,10,3,6.826573096708574
1323,Programacion orientada a objetos,10,3,9.148238186923829
1222,Cultura y comunicacion,2,3,9.061896261844163
