clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,9.024202417686187
1121,Calculo y geometria analitica,12,1,6.527419079902435
1123,Quimica,10,1,9.770951706204531
1130,Fundamentos de fisica,6,1,8.99088123875436
1122,Fundamentos de programacion,10,1,6.7095950483554345
1220,Algebra lineal,8,2,7.3664625117614495
1228,Mecanica,12,2,8.714162516563253
1124,Redaccion y exposicion de temas de ingenieria,6,2,9.468558379081589
1227,Estructura de datos y algoritmos I,10,2,8.305922290572413
1221,Calculo integral,8,2,9.42869527363907
1436,Probabilidad,8,3,9.769901029325013
1321,Calculo vectorial,8,3,7.682164782385609
1325,Ecuaciones diferenciales,8,3,6.935366145910151
1317,Estructura de datos y algoritmos II,10,3,6.7907890612613935
1323,Programacion orientada a objetos,10,3,8.618296926455464
1222,Cultura y comunicacion,2,3,9.838282741631195
1445,Fundamentos de estadistica,8,4,6.40881988744672
1433,Analisis numerico,8,4,9.531177105768954
1424,Matematicas avanzadas,8,4,9.158108790316627
0119,Estructuras discretas,8,4,6.749860651995554
1414,Electricidad y magnetismo,10,4,8.400004586122302
1503,Estructura y programacion de computadoras,8,5,7.499871195210639
0442,Lenguajes formales y automatas,8,5,8.817743607789513
1473,Señales y sistemas,8,5,8.454556768156554
1531,Ingenieria de software,8,5,9.083364637824742
0138,Dispositivos electronicos,10,5,7.06051077020498
0840,Sistemas operativos,8,6,6.866738765134904
1645,Disenio digital y moderno,10,6,7.063190160887762
1644,Bases de datos,14,6,9.005396089541058
1643,Administracion de proyectos de software,8,6,6.930743507882751
1562,Circuitos electronicos,8,6,9.780561607235743
1537,Finanzas en la ingenieria en computacion,6,7,6.700724553299882
1535,Diseño digital VLSI,8,7,8.556717800164883
0406,Inteligencia artificial,8,7,8.000942762820925
0434,Compiladores,8,7,8.871739560605068
1686,Sistemas de comunicaciones,8,7,7.218618606021283
1413,Introduccion a la economia,8,7,8.134850034284339
1000,Optativa de ciencias sociales y humanidades,6,8,7.890172065099096
1590,Computacion graficas e iteracion humano-computadora,10,8,6.685490398591188
1052,Etica profesional,6,8,9.298780930028151
1598,Redes de datos seguras,14,8,8.935323995560566
1672,Microcomputadoras,8,8,6.0022145177621775
