clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,6.75993316283474
1121,Calculo y geometria analitica,12,1,6.09778589902182
1123,Quimica,10,1,8.040324344552106
1130,Fundamentos de fisica,6,1,9.832090919840573
1122,Fundamentos de programacion,10,1,9.508770424839046
1220,Algebra lineal,8,2,8.248793866941831
1221,Calculo integral,8,2,8.390583248377942
1228,Mecanica,12,2,6.918332818265422
1124,Redaccion y exposicion de temas de ingenieria,6,2,9.99417793057196
1227,Estructura de datos y algoritmos I,10,2,9.745564680593846
1436,Probabilidad,8,3,9.401428257801955
1321,Calculo vectorial,8,3,8.228938927682634
1325,Ecuaciones diferenciales,8,3,7.566225585456825
1222,Cultura y comunicacion,2,3,9.954889007852605
1317,Estructura de datos y algoritmos II,10,3,9.639210959090748
1323,Programacion orientada a objetos,10,3,7.22076566509933
1445,Fundamentos de estadistica,8,4,8.234495464615021
1433,Analisis numerico,8,4,9.429655679762513
1424,Matematicas avanzadas,8,4,7.14484599061325
0119,Estructuras discretas,8,4,6.021780680019869
1414,Electricidad y magnetismo,10,4,7.4179583237761015
1503,Estructura y programacion de computadoras,8,5,7.078768563828539
0442,Lenguajes formales y automatas,8,5,8.013217728593386
1473,Señales y sistemas,8,5,8.300337698216818
1531,Ingenieria de software,8,5,9.313413814492746
0138,Dispositivos electronicos,10,5,9.811738251618543
