clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,9.916305358162592
1121,Calculo y geometria analitica,12,1,6.500228668293315
1123,Quimica,10,1,8.542852566925912
1130,Fundamentos de fisica,6,1,6.157991288149139
1122,Fundamentos de programacion,10,1,7.322693372342712
1220,Algebra lineal,8,2,8.162548389579129
1221,Calculo integral,8,2,8.896279805309037
1228,Mecanica,12,2,9.68846706473678
1227,Estructura de datos y algoritmos I,10,2,9.440000329825622
1124,Redaccion y exposicion de temas de ingenieria,6,2,8.639570621509495
1436,Probabilidad,8,3,9.491332163542666
1325,Ecuaciones diferenciales,8,3,6.640469363151043
1222,Cultura y comunicacion,2,3,8.27442396544819
1317,Estructura de datos y algoritmos II,10,3,6.050754699131786
1323,Programacion orientada a objetos,10,3,8.803126255865902
1321,Calculo vectorial,8,3,8.251204785857833
