clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,9.255744373315615
1121,Calculo y geometria analitica,12,1,9.77284603998011
1123,Quimica,10,1,9.374600296724424
1130,Fundamentos de fisica,6,1,8.914469066444928
1122,Fundamentos de programacion,10,1,6.604162607357091
1220,Algebra lineal,8,2,8.654375482099306
1221,Calculo integral,8,2,6.607879793591865
1124,Redaccion y exposicion de temas de ingenieria,6,2,8.387443973357545
1227,Estructura de datos y algoritmos I,10,2,9.673053116673614
1228,Mecanica,12,2,9.29587708864928
1436,Probabilidad,8,3,7.176409981376548
1321,Calculo vectorial,8,3,6.251315570524166
1325,Ecuaciones diferenciales,8,3,7.30673095381171
1222,Cultura y comunicacion,2,3,6.139357647239703
1317,Estructura de datos y algoritmos II,10,3,7.868795881780246
1323,Programacion orientada a objetos,10,3,8.273986270647512
1445,Fundamentos de estadistica,8,4,8.06763647260022
1414,Electricidad y magnetismo,10,4,7.704311355758007
1433,Analisis numerico,8,4,7.688455845426459
1424,Matematicas avanzadas,8,4,6.349229313377073
0119,Estructuras discretas,8,4,9.049505809049183
1503,Estructura y programacion de computadoras,8,5,6.437241433741399
0138,Dispositivos electronicos,10,5,9.579101705200516
0442,Lenguajes formales y automatas,8,5,7.651418529614144
1473,Señales y sistemas,8,5,9.982720877511863
1531,Ingenieria de software,8,5,8.218504032682795
0840,Sistemas operativos,8,6,8.913162290699573
1645,Disenio digital y moderno,10,6,7.034067091082028
1644,Bases de datos,14,6,8.089967626826278
1562,Circuitos electronicos,8,6,9.442611381317015
1643,Administracion de proyectos de software,8,6,9.250107908467795
1537,Finanzas en la ingenieria en computacion,6,7,9.715265661419966
0406,Inteligencia artificial,8,7,7.529240073930725
0434,Compiladores,8,7,9.373288701710976
1686,Sistemas de comunicaciones,8,7,9.313041209002066
1413,Introduccion a la economia,8,7,6.640767731074837
1535,Diseño digital VLSI,8,7,6.765131586563101
1000,Optativa de ciencias sociales y humanidades,6,8,9.384735029415593
1590,Computacion graficas e iteracion humano-computadora,10,8,9.698322829358064
1052,Etica profesional,6,8,6.388123940832119
1598,Redes de datos seguras,14,8,7.838261949523741
1672,Microcomputadoras,8,8,6.735693811794602
1867,Organizacion y arquitectura de computadoras,8,9,9.524410955750673
1858,Fundamentos de sistemas embebidos,8,9,7.072926878248363
1959,Sistemas distribuidos,8,9,7.256596238397266
1952,Optativa de campo de profundizacion,8,9,6.683096652252318
2080,Recursos y necesidades de Mexico,8,9,6.042496162153261
2022,Administracion de servicios de Internet,8,10,9.440880531336793
2087,Computo  movil,6,10,7.111315327869906
2310,Reconocimiento de patrones,6,10,9.027199357368564
2432,Temas selectos de ingenieria en computacion I,6,10,6.17292127090512
2111,Temas selectos de ingenieria en computacion II,6,10,8.17706777526541
2012,Bases de datos distribuidas,8,10,7.02380590626268
