clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,6.714397240263637
1121,Calculo y geometria analitica,12,1,9.034290365453977
1123,Quimica,10,1,7.886320428225346
1130,Fundamentos de fisica,6,1,8.941898632599965
1122,Fundamentos de programacion,10,1,7.2737066755448
1220,Algebra lineal,8,2,6.8504874893401695
1221,Calculo integral,8,2,7.111558372871718
1228,Mecanica,12,2,7.087961448382699
1124,Redaccion y exposicion de temas de ingenieria,6,2,9.129736716555813
1227,Estructura de datos y algoritmos I,10,2,6.876364356101126
1436,Probabilidad,8,3,6.687470386368506
1321,Calculo vectorial,8,3,7.945295612804576
1325,Ecuaciones diferenciales,8,3,7.11274746789738
1222,Cultura y comunicacion,2,3,8.535213381174866
1323,Programacion orientada a objetos,10,3,8.466608311439696
1317,Estructura de datos y algoritmos II,10,3,8.137084678882081
