clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,7.217139278272777
1121,Calculo y geometria analitica,12,1,9.863305495465541
1123,Quimica,10,1,8.222872769974646
1130,Fundamentos de fisica,6,1,9.612129073233175
1122,Fundamentos de programacion,10,1,6.070016146944358
1220,Algebra lineal,8,2,6.22083036666665
1221,Calculo integral,8,2,8.756562452274933
1228,Mecanica,12,2,8.622215689630382
1124,Redaccion y exposicion de temas de ingenieria,6,2,9.987264329963734
1227,Estructura de datos y algoritmos I,10,2,8.99138924078785
