clave,nombre,creditos,semestre,calificacion
1120,Algebra,8,1,7.959914805775792
1121,Calculo y geometria analitica,12,1,7.574963656091386
1123,Quimica,10,1,7.128189956545413
1130,Fundamentos de fisica,6,1,8.278993367098295
1122,Fundamentos de programacion,10,1,6.952295685621233
1220,Algebra lineal,8,2,9.842472504546377
1221,Calculo integral,8,2,7.477984548393723
1228,Mecanica,12,2,7.04208172904805
1124,Redaccion y exposicion de temas de ingenieria,6,2,6.601666010114258
1227,Estructura de datos y algoritmos I,10,2,9.913506146514733
1436,Probabilidad,8,3,9.441066149509435
1321,Calculo vectorial,8,3,6.335230948951267
1325,Ecuaciones diferenciales,8,3,8.361707213891323
1222,Cultura y comunicacion,2,3,8.742427961622415
1323,Programacion orientada a objetos,10,3,7.069025000197993
1317,Estructura de datos y algoritmos II,10,3,8.14525634257571
1445,Fundamentos de estadistica,8,4,6.342223504036366
1414,Electricidad y magnetismo,10,4,9.748844485832937
1433,Analisis numerico,8,4,7.6212307334737694
1424,Matematicas avanzadas,8,4,7.464541763926544
0119,Estructuras discretas,8,4,9.203792038285647
1503,Estructura y programacion de computadoras,8,5,6.8113963527201316
0138,Dispositivos electronicos,10,5,7.769711430928633
0442,Lenguajes formales y automatas,8,5,9.043377843920966
1473,Señales y sistemas,8,5,9.889942210455853
1531,Ingenieria de software,8,5,7.2742800255499525
